Venue,Event_Name,Description,Start_Date,Start_Time,End_Date,End_Time,Link,City,Image,Privacy,Background 
Louisville Slugger Field,Louisville vs. Indianapolis, INT Baseball,2020-08-25, 18:30:00,,,http://louisville.eventful.com/events/louisville-vs-indianapolis-/E0-001-132866590-7?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1
Louisville Slugger Field,Louisville vs. Syracuse, INT Baseball,2020-08-12, 18:30:00,,,http://louisville.eventful.com/events/louisville-vs-syracuse-/E0-001-132866087-8?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1
Louisville Slugger Field,Louisville vs. Toledo, INT Baseball,2020-08-31, 18:30:00,,,http://louisville.eventful.com/events/louisville-vs-toledo-/E0-001-132866853-3?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1
Louisville Slugger Field,Louisville vs. Rochester, INT Baseball,2020-08-02, 14:00:00,,,http://louisville.eventful.com/events/louisville-vs-rochester-/E0-001-132865806-8?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1
Louisville Slugger Field,Louisville vs. Syracuse, INT Baseball,2020-08-13, 18:30:00,,,http://louisville.eventful.com/events/louisville-vs-syracuse-/E0-001-132866137-2?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1
"Louisville, Kentucky, United States",Gallop Gala,"A celebration of our city, our members, and the best two minutes in sports! The Gallop Gala serves as the kickoff to the Derby season and honors the members of our community with Down syndrome as its celebrities! 

Tables starting at $2500 including Company name and/or logo on select marketing and printed materials, Company name and/or logo on event website with hyperlink, (1) personalized social media posts across our 32K+ network, (1) personalized emails to our 21K+ subscriber database, (8) Gallop Gala dinner tickets, (4) Winner&#39;s Circle lounge tickets, Listing as sponsor in Gallop Gala program

Tickets starting at $250 including Open bar, plated dinner, access to after party, and live entertainment

When: August 21, 2020
Where: Churchill Downs - Millionaires Row 
Time: 6:00 PM - Midnight 
Dress Code: Derby Best or Semi-Formal 
Event Contact: Nicole Volz nicolev@dsoflou.org",2020-08-21, 18:00:00,2020-08-21, 23:30:00,http://louisville.eventful.com/events/gallop-gala-/E0-001-134438138-8?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,"
http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/724/356-3.jpeg_/gallop-gala-56.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/045/724/356-3.jpeg_/gallop-gala-56.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/724/356-3.jpeg_/gallop-gala-56.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/045/724/356-3.jpeg_/gallop-gala-56.jpeg
128
128

",1
"Louisville, Kentucky, United States",8.8.20 THE GREAT AMAZING RACE SERIES Kentucky adventure run/walk,"The Great Amazing Race Series

America&#39;s Most Popular Amazing Race Style Series!  

Supporting Pediatric Cancer & 30 Minutes-A-Day Academic Initiatives!

Reserve your spots now, you can create your teams later on race day. (Each race caps at 100 teams) 

Race Description

    This is your chance to test your &quot;Amazing Race&quot; skills.  Modeled after the TV show, contestants pair up with a friend, family member or co-worker ~ and compete against other similar age teams.     2 person teams race around a 1.5 mile cross country course with multiple physical & mental challenge stations.  Clue cards provided at stations along the course direct teams to complete a task, either together or by a single member, before continuing to race. How well you work together with your partner (aka TEAMWORK) is the #1 most important skill to winning the race.

   Teams strive to arrive at finish line with fastest overall times to be declared the winners. Be prepared to get a little dirty & wet. This race is way more fun than any 5K race!  

     1. Open for ages 4 to 84 ... walkers, joggers & runners.        2. 2 person teams (any combo) ... adult/adult, adult/kid or kid/kid.       3. 2 courses ... difficult for adults & active teams / easier for kids & leisure teams.      4. Medals awarded by age groups ... average time to complete course is 60 minutes.

Additional Info

For details regarding programs below, please visit our official site: www.GreatAmazingRace.com. 

     &gt; Volunteer - volunteer & race for free.  

     &gt; Become a sponsor - 10 x 10 booths for only $200.  

     &gt; School / Team Donations - earn a $15 donation for each racing team. 

     &gt; Host a race - earn $4,000 for your group, school or club.  

     &gt; Private and team building events - we conduct for any size group.",2020-08-08, 17:00:00,,,http://louisville.eventful.com/events/8820-great-amazing-race-series-kentucky-adven-/E0-001-134383678-4?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,"
http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/716/619-4.jpeg_/8820-great-amazing-race-series-kentucky-adventure-19.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/045/716/619-4.jpeg_/8820-great-amazing-race-series-kentucky-adventure-19.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/716/619-4.jpeg_/8820-great-amazing-race-series-kentucky-adventure-19.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/045/716/619-4.jpeg_/8820-great-amazing-race-series-kentucky-adventure-19.jpeg
128
128

",1
Headliner's Music Hall,The Steel Woods," 18 and over <p><a href=""https://www.facebook.com/thesteelwoods/"" rel=""nofollow"">FACEBOOK</a> | <a href=""https://twitter.com/thesteelwoods"" rel=""nofollow"">TWITTER</a> | <a href=""https://www.instagram.com/thesteelwoods/"" rel=""nofollow"">INSTAGRAM</a> | <a href=""https://www.youtube.com/channel/UClIN1ek8acBggrOK2_pQV3Q"" rel=""nofollow"">YOUTUBE</a><p><p></p></p></p>",2020-08-27, 20:00:00,,,http://louisville.eventful.com/events/steel-woods-/E0-001-134099253-9?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1
Brooks Hill Winery,Fade II Grey, Fade II Grey performs from 6:00 - 9:00pm,2020-08-15, 18:00:00,,,http://louisville.eventful.com/events/fade-ii-grey-/E0-001-133873335-9?utm_source=apis&utm_medium=apim&utm_campaign=apic,Brooks,,1
"Corydon, Indiana, United States",The Diamond Duo - Tribute to Loretta & Conway," DIAMOND DUO SHOW - Tribute to Loretta Lynn & Conway TwittySaturday, August 31st at 7:30 p.m. - Corydon LIVEAn Unbreakable Bond Loretta Lynn and Conway Twitty recorded some of the most iconic duets in country music, which made them the most awarded male/female country duo in all history.Opening act: Glen Rice with the Corydon LIVE Band.Loretta Lynn - performed by Emily PortmanConway Twitty - performed by Donnie Lee StricklandTICKETS:$12 for Adults$7 for kids ages 6-12Free for kids under the age of 6.Tickets available at www.corydon.live orby leaving a message at 812-734-6288 ADULT - $12.00 CHILD (AGES 6-12) - $7.00 CHILD (UNDER AGE OF 6) - $0.00",2020-08-29, 19:30:00,,,http://eventful.com/corydon/events/diamond-duo-tribute-loretta-conway-/E0-001-130233368-2?utm_source=apis&utm_medium=apim&utm_campaign=apic,Corydon,"
http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/044/580/967-6.jpeg_/diamond-duo-tribute-loretta-conway-67.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/044/580/967-6.jpeg_/diamond-duo-tribute-loretta-conway-67.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/044/580/967-6.jpeg_/diamond-duo-tribute-loretta-conway-67.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/044/580/967-6.jpeg_/diamond-duo-tribute-loretta-conway-67.jpeg
128
128

",1
"Shepherdsville, Kentucky, United States",Walneck’s Shepherdsville Swap Meets," <p>Come out to Bullitt County Fairgrounds and buy, sell, trade at the Walneck’s Shepherdsville Swap Meets. There will be new and used motorcycle parts, accessories, leather, apparel, and other products. The Walneck’s Swap Meets are open to all makes and models for motorcycles and riders.<p>The 2020 Walneck’s Shepherdsville dates:<ul><li> August 16<li> November 8</li></li></ul><p>The cost to attend is $7 per person. For $40 you can be vendor. There are indoor, covered, and outside spots. The Swap Meets are open from 8am to 2pm.<p>The Walneck’s Springfield Swap Meets will be held rain or shine! </p></p></p></p>",2020-08-16, 00:00:00,2020-08-16, 00:00:00,http://louisville.eventful.com/events/walnecks-shepherdsville-swap-meets-/E0-001-132587833-3?utm_source=apis&utm_medium=apim&utm_campaign=apic,Shepherdsville,,1
Dr Mark and Cindy Lynn Stadium,St Louis FC at Louisville City FC,,2020-08-08, 19:00:00,,,http://louisville.eventful.com/events/st-louis-fc-louisville-city-fc-/E0-001-134045594-0?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1
Bomhard Theater,Carolanne Miljavac,,2020-08-30, 19:00:00,,,http://louisville.eventful.com/events/carolanne-miljavac-/E0-001-134792849-0?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1
(ONLINE EVENT),How To Improve Your Memory - Louisville," Learn tips, strategies and techniques to help you remember more. This class is ideal for students, professionals and lifelong learners.",2020-08-24, 15:00:00,,,http://louisville.eventful.com/events/improve-your-memory-l-/E0-001-134796541-9@2020082415?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,"
//d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/720/077-1.jpeg_/improve-your-memory-louisville-77.jpeg
48
48


//d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/045/720/077-1.jpeg_/improve-your-memory-louisville-77.jpeg
48
48


//d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/720/077-1.jpeg_/improve-your-memory-louisville-77.jpeg
48
48


//d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/045/720/077-1.jpeg_/improve-your-memory-louisville-77.jpeg
128
128

",1
"Certstaffix Training - Louisville, Kentucky","Social Media for Business Class | Louisville, Kentucky"," Social Media for Business<br>When people think of social media, they often jump right into thinking about the tools, such as Facebook, Twitter,",2020-08-31, 17:00:00,,,http://louisville.eventful.com/events/social-media-business-class-louisville-kentu-/E0-001-134987279-7?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,"
http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/728/413-5.png_/social-media-business-class-louisville-kentucky-13.png
48
48


http://d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/045/728/413-5.png_/social-media-business-class-louisville-kentucky-13.png
48
48


http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/728/413-5.png_/social-media-business-class-louisville-kentucky-13.png
48
48


http://d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/045/728/413-5.png_/social-media-business-class-louisville-kentucky-13.png
128
128

",1
Verlocal,Epic Let\u2019s Roam\u2019s Scavenger Hunt Louisville: Louisville Comes Alive!!, Searching for an exciting outdoor activity in Louisville? The hunt is over! Download the Let\u2019s Roam scavenger hunt app and start exploring t,2020-08-09, 22:00:00,,,http://louisville.eventful.com/events/epic-letu2019s-roamu2019s-scavenger-hunt-loui-/E0-001-134983351-2?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,"
http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/691/242-6.jpeg_/epic-letu2019s-roamu2019s-scavenger-hunt-louisvill-42.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/045/691/242-6.jpeg_/epic-letu2019s-roamu2019s-scavenger-hunt-louisvill-42.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/691/242-6.jpeg_/epic-letu2019s-roamu2019s-scavenger-hunt-louisvill-42.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/045/691/242-6.jpeg_/epic-letu2019s-roamu2019s-scavenger-hunt-louisvill-42.jpeg
128
128

",1
Headliner's Music Hall,Big Thief,,2020-08-04, 20:00:00,,,http://louisville.eventful.com/events/big-thief-/E0-001-134209707-8?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,"
http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/486/336-6.jpeg_/big-thief-36.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/045/486/336-6.jpeg_/big-thief-36.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/486/336-6.jpeg_/big-thief-36.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/045/486/336-6.jpeg_/big-thief-36.jpeg
128
128

",1
Business Funding Agency Kentucky,Own Business Funding Agency Louisville KC, START YOUR OWN BUSINESS FUNDING AGENCY,2020-08-05, 20:00:00,,,http://louisville.eventful.com/events/own-business-funding-a-/E0-001-134529410-4@2020080520?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,"
//d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/683/640-9.png_/own-business-funding-agency-louisville-40.png
48
48


//d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/045/683/640-9.png_/own-business-funding-agency-louisville-40.png
48
48


//d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/683/640-9.png_/own-business-funding-agency-louisville-40.png
48
48


//d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/045/683/640-9.png_/own-business-funding-agency-louisville-40.png
128
128

",1
Beth's Boutique & Training Center,Basic 101 of Essential Oils, Join us for FREE Education workshops on Essential oil safety and usage! There&#39;s a lot to learn and we&#39;re here to help!! ,2020-08-02, 14:00:00,,,http://eventful.com/newalbany/events/basic-101-essential-oils-/E0-001-129760429-7@2020080214?utm_source=apis&utm_medium=apim&utm_campaign=apic,New Albany,"
//d1marr3m5x4iac.cloudfront.net/images/small/I0-001/044/765/642-1.jpeg_/basic-101-essential-oils-42.jpeg
48
48


//d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/044/765/642-1.jpeg_/basic-101-essential-oils-42.jpeg
48
48


//d1marr3m5x4iac.cloudfront.net/images/small/I0-001/044/765/642-1.jpeg_/basic-101-essential-oils-42.jpeg
48
48


//d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/044/765/642-1.jpeg_/basic-101-essential-oils-42.jpeg
128
128

",1
SOUTHERN KENTUCKY KY - LOUISVILLE 71260,USTA/SOUTHERN KENTUCKY-2020 USTA LEAGUE 40 & Over MIXED LOUISVILLE,,2020-06-19, 00:00:00,2020-08-09, 00:00:00,http://louisville.eventful.com/events/ustasouthern-kentucky2020-usta-league-40-ove-/E0-001-134063741-0?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1
Louisville Palace,Shinedown,,2020-08-31, 20:30:00,,,http://louisville.eventful.com/events/shinedown-/E0-001-132202781-3?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,"
http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/004/258/070-9.jpeg_/shinedown-70.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/004/258/070-9.jpeg_/shinedown-70.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/004/258/070-9.jpeg_/shinedown-70.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/004/258/070-9.jpeg_/shinedown-70.jpeg
128
128

",1
Mercury Ballroom,Brent Faiyaz (Rescheduled from 4/15),,2020-08-31, 20:00:00,,,http://louisville.eventful.com/events/brent-faiyaz-rescheduled-415-/E0-001-131633952-2?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,"
//d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/354/542-7.jpeg_/brent-faiyaz-rescheduled-415-42.jpeg
48
48


//d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/045/354/542-7.jpeg_/brent-faiyaz-rescheduled-415-42.jpeg
48
48


//d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/354/542-7.jpeg_/brent-faiyaz-rescheduled-415-42.jpeg
48
48


//d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/045/354/542-7.jpeg_/brent-faiyaz-rescheduled-415-42.jpeg
128
128

",1
Louisville Slugger Field,Toledo Mud Hens at Louisville Bats,,2020-08-31, 18:30:00,,,http://louisville.eventful.com/events/toledo-mud-hens-louisville-bats-/E0-001-131947780-5?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,"
http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/040/641/645-9.jpeg_/toledo-mud-hens-45.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/040/641/645-9.jpeg_/toledo-mud-hens-45.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/040/641/645-9.jpeg_/toledo-mud-hens-45.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/040/641/645-9.jpeg_/toledo-mud-hens-45.jpeg
128
128

",1
OCS Arts Center,"OCPT Audition Prep Workshop (dance class, ages 8-11)",,2020-06-15, 00:00:00,2020-08-07, 00:00:00,http://louisville.eventful.com/events/ocpt-audition-prep-workshop-dance-class-ages-811-/E0-001-133540809-0?utm_source=apis&utm_medium=apim&utm_campaign=apic,Crestwood,,1
OCS Arts Center,Continuing Private Students ONLY,,2020-06-15, 00:00:00,2020-08-07, 00:00:00,http://louisville.eventful.com/events/continuing-private-students-only-/E0-001-133537348-4?utm_source=apis&utm_medium=apim&utm_campaign=apic,Crestwood,,1
Camp Hi Ho,Session 9,,2020-08-03, 00:00:00,2020-08-07, 00:00:00,http://louisville.eventful.com/events/session-9-/E0-001-132360668-0?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1
Headliner's Music Hall,CAAMP (18+ Event) (Rescheduled from 3/21),,2020-08-15, 21:00:00,,,http://louisville.eventful.com/events/caamp-18-event-rescheduled-321-/E0-001-132166811-8?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1
SOUTHERN KENTUCKY KY - COMBINED AREA,USTA/SOUTHERN KENTUCKY-2020 USTA League - ADULT MIXED 18 & OVER - Pur,,2020-06-05, 00:00:00,2020-08-28, 00:00:00,http://louisville.eventful.com/events/ustasouthern-kentucky2020-usta-league-adult-/E0-001-133744927-7?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1
KFC Yum! Center,Janet Jackson Parking,,2020-08-01, 20:01:00,,,http://louisville.eventful.com/events/janet-jackson-parking-/E0-001-133760162-8?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1
Harat's Bar,"Online SAFe Product Manager/Product Owner with POPM Certification in Louisville/Jefferson County, KY\u2013IN", Description<br><br><br><br>SAFe\u00ae Product Owner/Product Manager<br>Delivering value through effective Program Increment execution with SAFe\u00ae Product Owner/,2020-08-19, 17:00:00,,,http://louisville.eventful.com/events/online-safe-product-managerproduct-owner-popm-/E0-001-134815598-5?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,"
http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/709/889-3.png_/online-safe-product-managerproduct-owner-popm-cert-89.png
48
48


http://d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/045/709/889-3.png_/online-safe-product-managerproduct-owner-popm-cert-89.png
48
48


http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/709/889-3.png_/online-safe-product-managerproduct-owner-popm-cert-89.png
48
48


http://d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/045/709/889-3.png_/online-safe-product-managerproduct-owner-popm-cert-89.png
128
128

",1
Paristown Hall,Black Label Society Tickets (Rescheduled from March 16),,2020-08-17, 17:30:00,,,http://louisville.eventful.com/events/black-label-society-tickets-rescheduled-march-/E0-001-132797528-7?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1
Paristown Hall,"Hippie Sabotage with ilo ilo Tickets (Rescheduled from March 25, 2020)",,2020-08-13, 18:00:00,,,http://louisville.eventful.com/events/hippie-sabotage-ilo-ilo-tickets-rescheduled-m-/E0-001-133395656-6?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1
Dr. Mark and Cindy Lynn Soccer Stadium,Sporting Kansas City II at Louisville City FC,,2020-08-01, 19:00:00,,,http://louisville.eventful.com/events/sporting-kansas-city-ii-louisville-city-fc-/E0-001-133201644-5?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1
Dr. Mark and Cindy Lynn Soccer Stadium,Saint Louis FC at Louisville City FC,,2020-08-08, 19:00:00,,,http://louisville.eventful.com/events/saint-louis-fc-louisville-city-fc-/E0-001-133203840-1?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1
4400 Kiln Ct,KY CCDW 1 Day Class - Louisville Armory," Kentucky CCDW Course<br> <br>Course Cost: $60 Course Length: 8 Hours<br> <br>This course, as set forth by the State, fulfills the requirements of traini",2020-08-15, 17:00:00,,,http://eventful.com/parkcity_ky/events/ky-ccdw-1-day-class-louisville-armory-/E0-001-134662836-2?utm_source=apis&utm_medium=apim&utm_campaign=apic,Park City,"
http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/607/421-2.png_/ky-ccdw-1-day-class-louisville-armory-21.png
48
48


http://d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/045/607/421-2.png_/ky-ccdw-1-day-class-louisville-armory-21.png
48
48


http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/607/421-2.png_/ky-ccdw-1-day-class-louisville-armory-21.png
48
48


http://d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/045/607/421-2.png_/ky-ccdw-1-day-class-louisville-armory-21.png
128
128

",1
502 Hemp,CBD 101+ Learn more!, Curious to know more and would like a classroom type setting? Come to one of our CBD classes. These classes will be monthly and designed fo,2020-08-05, 19:00:00,,,http://louisville.eventful.com/events/cbd-101-learn-more-/E0-001-134569605-6?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,"
http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/732/948-3.jpeg_/cbd-101-learn-more-48.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/045/732/948-3.jpeg_/cbd-101-learn-more-48.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/045/732/948-3.jpeg_/cbd-101-learn-more-48.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/045/732/948-3.jpeg_/cbd-101-learn-more-48.jpeg
128
128

",1
Jimmy Can't Dance,Colleen Orender," Nashville Recording Artist Colleen Orender&#39;s new music is a sultry jazz dream with pop sensibilities and a touch of James Bond. A touring jazz and blues artist for decades, Orender turns your hometown venues into smoldering 1930&#39;s Mississippi juke joints. She teamed up with Michael Davey in Nashville to produce her new sound that many are comparing to Amy Winehouse with Julie London&#39;s essence. We see a new genre stand on its own, the Sophisticated Pop of the decade.",2020-08-22, 21:00:00,,,http://louisville.eventful.com/events/colleen-orender-/E0-001-134218055-4?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1
Lynn Family Stadium,St Louis FC at Louisville City FC,,2020-08-08, 00:00:00,,,http://louisville.eventful.com/events/st-louis-fc-louisville-city-fc-/E0-001-133190696-5?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1
Lynn Family Stadium,Sporting Kansas City II at Louisville City FC,,2020-08-01, 00:00:00,,,http://louisville.eventful.com/events/sporting-kansas-city-ii-louisville-city-fc-/E0-001-133190695-6?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1
Lynn Family Stadium,Memphis 901 FC at Louisville City FC,,2020-08-19, 00:00:00,,,http://louisville.eventful.com/events/memphis-901-fc-louisville-city-fc-/E0-001-133190697-4?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1
Lynn Family Stadium Parking,Louisville City FC Parking,,2020-08-19, 00:00:00,,,http://louisville.eventful.com/events/louisville-city-fc-parking-/E0-001-133766185-1?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1
Lynn Family Stadium Parking,Louisville City FC Parking,,2020-08-08, 00:00:00,,,http://louisville.eventful.com/events/louisville-city-fc-parking-/E0-001-133766182-4?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1
Lynn Family Stadium Parking,Louisville City FC Parking,,2020-08-01, 00:00:00,,,http://louisville.eventful.com/events/louisville-city-fc-parking-/E0-001-133766181-5?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1
new albany,USTA STATE OPEN CHAMPIONSHIPS NEW ALBANY-MS L3-STA-L4 GR 1 **RING TOURNY**,,2020-07-31, 00:00:00,2020-08-02, 00:00:00,http://eventful.com/newalbany/events/usta-state-open-championships-new-albanyms-l3stal-/E0-001-132011425-8?utm_source=apis&utm_medium=apim&utm_campaign=apic,New Albany,,1
Diamond Pub Concert Hall,Wednesday 13 / The Haxans / Dead Girls Academy,,2020-08-29, 19:30:00,,,http://louisville.eventful.com/events/wednesday-13-haxans-dead-girls-academy-/E0-001-134513380-3?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,"
http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/003/241/104-8.jpeg_/wednesday-13-04.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/thumb/I0-001/003/241/104-8.jpeg_/wednesday-13-04.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/small/I0-001/003/241/104-8.jpeg_/wednesday-13-04.jpeg
48
48


http://d1marr3m5x4iac.cloudfront.net/images/medium/I0-001/003/241/104-8.jpeg_/wednesday-13-04.jpeg
128
128

",1
Mercury Ballroom,"""Kid Kentucky""a Kid Rock tribute band","
",2020-08-15, 20:00:00,,,http://louisville.eventful.com/events/kidkentuckya-kid-rock-tribute-band-/E0-001-134422516-1?utm_source=apis&utm_medium=apim&utm_campaign=apic,Louisville,,1
